spawn,completion_time,reaction_time,spawn_location,spawn_difficulty,input_length,max_velocity,max_acceleration,max_jerk
1,0.902126598180075,0.1659121,0.1,1,0.21845018396149,0.60278013219388,3.47248030597879,53.2932040419528
2,0.935124007050035,0.2521387,0.3,3,0.273437054504195,0.629336527563202,3.77493566103906,58.7729523028182
3,0.887384600009682,0.2500277,0.2,2,0.238516135363588,0.612096976671678,2.99269706551062,95.1863919448213
4,0.817164102570132,0.2496299,0.2,2,0.246049703417587,0.693656436800292,4.77624780191803,63.1201957139195
5,0.852487999020013,0.2195122,0.2,2,0.244006353331218,0.61341248712092,2.86175455441265,58.6227558193849
6,0.831227399410636,0.213411,0.2,2,0.24788107945887,0.540304278803208,3.41766139919049,63.2015061111404
7,0.768741900100395,0.0769845,-0.1,1,0.211825435795654,0.637615090540007,3.49273044721507,67.7157177537906
8,0.794840302310149,0.216014,-0.1,1,0.207468141953418,0.612126077831631,4.00165546253269,36.3930304684927
9,0.934831599710378,0.2501488,-0.3,3,0.323645547065783,0.868452126691032,3.66261375380014,59.2351513157743
10,0.866184297949985,0.213046,0.2,2,0.257104408912958,0.686512125821936,3.92452834128239,75.5236347410886
11,0.934154704210414,0.0506614,-0.2,2,0.243302018903123,0.535478247912154,2.65011741119144,62.029750666877
12,0.83394700009012,0.2134823,0.2,2,0.240333276791305,0.608856524412998,3.57030390024134,63.4728692119769
13,0.866630597969561,0.2609713,-0.1,1,0.242999959485,0.689366809853703,4.58550759901003,41.1239808656709
14,0.904518398459913,0.2015135,-0.3,3,0.296481980072513,0.803484342879399,4.78773434582014,83.9671407895746
15,0.932182597919564,0.2825589,0.3,3,0.296206476646651,0.711746917807069,5.02357599761769,68.4277116550407
16,0.859261201700065,0.2645149,0.2,2,0.233488332196605,0.631379611687644,4.83910562498169,69.3445870145801
17,0.868838002909797,0.2289921,-0.3,3,0.286661981572784,0.818681325776628,4.69584199191241,89.0267135856436
18,0.783873007640068,0.1498326,0.1,1,0.218053302235646,0.664054737983888,4.40445860810927,63.2761562615563
19,0.77556269896013,0.152232,-0.2,2,0.258871842534007,0.73151722508812,3.45639648385603,138.560578501552
20,0.898313996379329,0.2317229,-0.3,3,0.286331415040938,0.755256856325962,4.60419831681277,102.739125466634
21,0.887212206610457,0.2513762,0.3,3,0.315209006739074,0.833861011542532,6.7462383798519,136.609247497718
22,0.783190402200489,0.2686467,-0.1,1,0.250097715795107,0.691903507711339,4.05891912496158,97.5536430867621
23,0.799252692610025,0.204,-0.2,2,0.252309978483997,0.797401258229966,5.28994872995411,38.5575467701288
24,0.86955429892987,0.170399,-0.3,3,0.268675848971274,0.754318940896552,5.7436689978156,109.758286675919
25,0.784427700559718,0.1829416,-0.2,2,0.261149489633071,0.75883211904555,5.91742821177115,42.723476668673
26,0.851900299079716,0.1759514,-0.3,3,0.334729400066309,0.858416845362237,4.485360420251,49.6248252354402
27,0.842649700120091,0.2377593,0.3,3,0.274858259092011,0.704351980774758,4.04492555966552,48.5756271204471
28,0.863001298150266,0.1987136,0.3,3,0.290267522903198,0.743966950747205,4.88674032294264,149.431701187169
29,0.937550798989832,0.2667376,-0.3,3,0.281045415180222,0.75785569794833,4.91412654872658,104.263899335943
30,0.865663999699791,0.1951491,-0.3,3,0.314928532298569,0.894620826375432,4.86479214226749,75.5666951542645
31,0.853179901830117,0.2855638,-0.2,2,0.246525101864768,0.852568278273133,5.67602684052068,49.1222882748369
32,0.71814329828976,0.1336495,-0.2,2,0.242944898079623,0.74568283123785,4.07661525820964,102.026526135942
33,0.746049100530399,0.2119705,0.2,2,0.245029851685788,0.710403195341725,4.75509163934177,87.9414980193575
34,0.796510097569808,0.1707129,-0.1,1,0.203242774258825,0.542689630515163,3.31969082402435,52.8151831232312
35,0.801166394719985,0.0988674,0.1,1,0.217039143965868,0.617161213783244,3.05717692112458,39.095123622292
36,0.79962150008032,0.234888,-0.3,3,0.304678779736827,0.843623459704024,6.00022825460279,148.835661589448
37,0.80122430342999,0.2321604,-0.1,1,0.219683320622572,0.684531156972491,4.71243452385166,34.9066080644015
38,0.850909600960222,0.2484706,0.2,2,0.252093591699443,0.632436881003539,4.17900015594977,86.6175266986236
39,0.788283096630039,0.1161786,-0.1,1,0.230809848602161,0.744183070886022,5.65254696917725,88.5707597190276
40,0.916464398620519,0.1164998,-0.3,3,0.292443142807339,0.868345215659966,5.73549439349341,58.0501566137464
41,0.81526540313007,0.1981282,-0.1,1,0.232975826989264,0.56687159415567,2.94233084043527,50.3523151321805
42,0.85132030117984,0.0967168,-0.2,2,0.274938307329442,0.70486057155463,6.34279533135656,259.362188049433
43,0.848651397040157,0.1830078,0.2,2,0.272253803475747,0.652014685630774,3.53202401824658,116.9408366332
44,0.820977397269417,0.2828314,-0.2,2,0.258213416420837,0.749459461039773,4.02595227463052,62.4828804440028
45,0.862697796899738,0.3034358,0.1,1,0.225356953842447,0.579275665144047,3.52712310113688,34.9575634997677
46,0.898189795199869,0.2002313,0.3,3,0.293426784071873,0.712811172369065,3.01870750960714,58.5871766536876
47,0.835163398640361,0.2295663,0.1,1,0.217509316524787,0.594982460794916,4.40540740416701,46.4918458475553
48,0.971428104679944,0.2527005,-0.2,2,0.246836333572272,0.649578934808939,4.47089623440551,202.124900387459
49,0.850465107710079,0.2157665,-0.3,3,0.276450402922285,0.741015017966843,4.33233576978132,73.0864623963978
50,0.801112401299179,0.2066747,-0.1,1,0.208178261486156,0.568880439908266,4.15634082066119,95.6230485945979
51,0.920185203659457,0.2523739,0.2,2,0.239695750416288,0.526393040804261,3.03338798806611,62.2273323037081
52,0.750140205029311,0.1835665,-0.1,1,0.217076179724273,0.614749580847163,3.28161292051198,37.137372771364
53,0.899424897509562,0.2176667,0.3,3,0.294265218959881,0.655237563486794,3.79189046707217,93.2776820166532
54,0.932909000669497,0.3801766,0.1,1,0.201131012948812,0.601858508122488,4.21720815901691,42.2276061728969
55,1.00603850279003,0.3104642,0.3,3,0.300215689249757,0.628044380745179,3.25868922353552,63.2778211734704
56,0.885545592749622,0.2495656,-0.3,3,0.278248771311345,0.737116569688834,5.35358034970477,53.4098991539538
57,0.798362008299591,0.1326656,-0.1,1,0.219295848203912,0.578707666155652,3.40179263836521,26.8909529293857
58,0.69654740579972,0.2180236,-0.1,1,0.19680225390287,0.553968676490276,2.61298419869241,24.0514821156415
59,0.831281301560011,0.2538748,0.2,2,0.240485394754291,0.557361754448806,3.49124864310029,71.8208564936769
60,0.798559598630163,0.2186869,0.1,1,0.237758263969047,0.633764879416588,3.43367311548059,77.0523956470311
61,0.782814101309668,0.2684372,-0.1,1,0.202180515714784,0.641453755222274,4.65973565889609,36.3909455880161
62,0.82402849941991,0.2858079,0.2,2,0.250936845478092,0.653431408854287,4.44130441984438,61.5326920496539
63,0.734895898030118,0.21503,-0.1,1,0.205856627001268,0.561653217203818,3.60940265294808,42.4684418056926
64,0.896341601389395,0.5839606,0.3,3,0.319002852340414,0.764521284018431,3.26261767459325,65.4447360463808
65,0.70617750008023,0.1812937,-0.1,1,0.233955757266087,0.822327779985624,6.07598176371784,34.6512742409905
66,0.769669397729558,0.1662068,0.2,2,0.231597259403815,0.69586074267398,3.48827116121487,51.3990465954787
67,0.76589319669074,0.1519424,-0.2,2,0.269302073462383,0.806287551306432,5.42514787854891,50.0191138569655
68,0.804802197029858,0.2504634,-0.2,2,0.267124709675657,0.816718449021142,5.3368304887079,30.925817593075
69,0.765804798339559,0.2349524,0.2,2,0.246388195774378,0.763444379322026,5.58366593739431,104.956052785459
70,0.799751397230466,0.2231756,0.2,2,0.237168309349052,0.650031259347536,3.85811911807183,94.525965333681
71,0.782475590710419,0.200367,-0.3,3,0.313012492698824,0.95981937427487,6.86921990758749,236.399353249143
72,0.656828399750339,0.1844514,0.2,2,0.248333666362798,0.661431236534256,3.22709572497331,76.1022801869759
73,0.73353710119045,0.2331694,-0.1,1,0.218471578628752,0.650521506883599,4.85158273166226,28.1084075089663
74,0.82817050256017,0.2348425,0.3,3,0.290152366082747,0.656841413278102,5.0351882895281,121.102269175247
75,0.826686600220455,0.2388371,-0.3,3,0.307547421909524,0.911641290656301,5.95320309108585,63.1610661667224
76,0.799975600089965,0.1842204,0.3,3,0.287807080094667,0.714476863077805,4.80565218565638,99.6672420258638
77,0.820521704849853,0.2008492,0.3,3,0.301133923166252,0.706935674707709,5.18332452613415,100.892853149014
78,0.700637399219886,0.1831716,-0.3,3,0.296977978710498,0.970512483013029,6.92873315472953,156.085793517755
79,0.95042109582937,0.133905,0.3,3,0.305840077981054,0.63251170789561,4.93470092669564,119.941155363053
80,0.722160199660721,0.305236,-0.1,1,0.219791927422693,0.592575293631454,3.55591011837247,29.9339566942445
81,0.898516308509897,0.2662719,0.3,3,0.305811102545917,0.720674914879544,4.6128264431871,133.028695943083
82,0.713873800819783,0.2180023,-0.2,2,0.27017069456133,0.906919082866852,7.74639095020904,119.399420836398
83,0.746359501969891,0.2286762,0.1,1,0.217200358809882,0.607146882113635,3.44826481290671,25.1863128395808
84,0.814851799049393,0.1937546,0.2,2,0.249214790703257,0.562839814239702,2.18488893163822,29.1293519836846
85,0.71922159846963,0.1513092,-0.1,1,0.224631674020233,0.696931043422997,5.16964054345871,58.2895420517452
86,0.794424798339605,0.4838929,0.3,3,0.277911003257456,0.697643205270762,3.76870972703964,107.085382031924
87,0.668139097279891,0.1511421,0.2,2,0.261833665347315,0.708940053384669,3.53695664978032,95.1889812660453
