Frame,DeltaTime,Time,Status,GazeX,GazeY,GazeZ,GazePosition,FocusDistance,FocusStability,StatusL,LeftX,LeftY,LeftZ,PositionL,PupilL,StatusR,RightX,RightY,RightZ,PositionR,PupilR
0,0.1861109,0.692321248352528,INVALID,,,,,,,INVALID,,,,,,INVALID,,,,,
0,0.2016678,0.89398904889822,INVALID,,,,,,,INVALID,,,,,,INVALID,,,,,
0,0.0896782,0.983667246997356,INVALID,,,,,,,INVALID,,,,,,INVALID,,,,,
0,0.01385,0.997517246752977,INVALID,,,,,,,INVALID,,,,,,INVALID,,,,,
0,0.0170586,1.01457584649324,INVALID,,,,,,,INVALID,,,,,,INVALID,,,,,
0,0.0163138,1.03088964708149,INVALID,,,,,,,INVALID,,,,,,INVALID,,,,,
0,0.0174762,1.04836584627628,INVALID,,,,,,,INVALID,,,,,,INVALID,,,,,
0,0.0157495,1.06411534547806,INVALID,,,,,,,INVALID,,,,,,INVALID,,,,,
0,0.0174147,1.08153004571795,INVALID,,,,,,,INVALID,,,,,,INVALID,,,,,
0,0.015906,1.09743604622781,INVALID,,,,,,,INVALID,,,,,,INVALID,,,,,
0,0.0163147,1.11375074647367,INVALID,,,,,,,INVALID,,,,,,INVALID,,,,,
0,0.0133633,1.12711404636502,INVALID,,,,,,,INVALID,,,,,,INVALID,,,,,
215599105,0.0183714,1.14548544585705,VALID,0.211650729179382,-0.319715082645416,0.923572540283203,-0.0327010005712509,2,0,VALID,0.211650729179382,-0.319715082645416,0.923572540283203,-0.0327010005712509,0.148098692297935,INVALID,,,,,
215599129,0.1992899,1.34477534890175,VALID,0.120618335902691,-0.222769409418106,0.967380464076996,0,0.383513331413269,0,VALID,0.200662925839424,-0.203863054513931,0.958214104175568,-0.0327010005712509,0.153441250324249,VALID,0.0397476740181446,-0.240150108933449,0.96992164850235,0.0327010005712509,0.178114578127861
215599131,0.2389259,1.58370125293732,VALID,0.107991017401218,-0.215862467885017,0.970433592796326,0,0.362417578697205,0,VALID,0.193418726325035,-0.197277426719666,0.961077928543091,-0.0327010005712509,0.152632266283035,VALID,0.0217284522950649,-0.232778713107109,0.972286939620972,0.0327010005712509,0.176881641149521
215599133,0.019511,1.60321225225925,VALID,0.0967403426766396,-0.209817990660667,0.97294282913208,0,0.35466468334198,0,VALID,0.184887543320656,-0.192753791809082,0.963671386241913,-0.0327010005712509,0.153210148215294,VALID,0.00780498702079058,-0.225172802805901,0.974287569522858,0.0327010005712509,0.179196193814278
215599135,0.0150608,1.61827305238694,VALID,0.0890139639377594,-0.206157773733139,0.974461615085602,0,0.357305347919464,0,VALID,0.176630586385727,-0.189261168241501,0.965909838676453,-0.0327010005712509,0.15466345846653,VALID,0.000682090641930699,-0.221397832036018,0.975183308124542,0.0327010005712509,0.178303092718124
215599136,0.0154576,1.63373065274209,VALID,0.0873085260391235,-0.205439925193787,0.974767506122589,0,0.360011875629425,0,VALID,0.174216777086258,-0.188454315066338,0.966505825519562,-0.0327010005712509,0.154614299535751,VALID,-0.000290312513243407,-0.220800548791885,0.975318908691406,0.0327010005712509,0.179356455802917
