Frame,DeltaTime,Time,Status,GazeX,GazeY,GazeZ,GazePosition,FocusDistance,FocusStability,StatusL,LeftX,LeftY,LeftZ,PositionL,PupilL,StatusR,RightX,RightY,RightZ,PositionR,PupilR
8807456,0.0129936,118.641943667084,VALID,-0.219743758440018,0.000705801474396139,0.975557386875153,0,0.879598081111908,0.480816423892975,VALID,-0.188167870044708,0.0120629807934165,0.982062816619873,-0.0326884984970093,0.15657514333725,VALID,-0.251062899827957,-0.0106522021815181,0.967912137508392,0.0326884984970093,0.163194596767426
8807458,0.0141587,118.656102366745,VALID,-0.217886239290237,0.00125536124687642,0.97597336769104,0,0.895549058914185,0.608318567276001,VALID,-0.187106892466545,0.0127386478707194,0.982256948947906,-0.0326884984970093,0.156423568725586,VALID,-0.24842181801796,-0.0102293295785785,0.968597948551178,0.0326884984970093,0.163591310381889
8807460,0.0163648,118.672467166558,VALID,-0.216177687048912,0.00158275314606726,0.976352751255035,0,0.897356271743774,0.738949179649353,VALID,-0.185573160648346,0.013211578130722,0.982541620731354,-0.0326884984970093,0.15446138381958,VALID,-0.24654221534729,-0.0100478287786245,0.969079971313477,0.0326884984970093,0.163624823093414
8807461,0.0169234,118.6893905662,VALID,-0.215657815337181,0.00164543546270579,0.976467609405518,0,0.902543306350708,0.801330864429474,VALID,-0.18527664244175,0.013272543437779,0.982596755027771,-0.0326884984970093,0.155042797327042,VALID,-0.245802685618401,-0.00998347532004118,0.969268500804901,0.0326884984970093,0.163577005267143
8807463,0.0168714,118.706261966378,VALID,-0.214148297905922,0.00177567102946341,0.976799547672272,0,0.915494322776794,0.849415481090546,VALID,-0.184450954198837,0.0135541809722781,0.98274827003479,-0.0326884984970093,0.15409791469574,VALID,-0.243619471788406,-0.0100047141313553,0.969819307327271,0.0326884984970093,0.163001924753189
8807465,0.0163323,118.722594266757,VALID,-0.213139712810516,0.00156228395644575,0.977020502090454,0,0.928611874580383,0.901939034461975,VALID,-0.184096574783325,0.0134445037692785,0.982816219329834,-0.0326884984970093,0.154306218028069,VALID,-0.24196583032608,-0.0103215267881751,0.970229864120483,0.0326884984970093,0.164164811372757
8807466,0.0167792,118.739373466,VALID,-0.212634459137917,0.00144875701516867,0.977130770683289,0,0.938135862350464,0.926379203796387,VALID,-0.184059530496597,0.0133990999311209,0.98282378911972,-0.0326884984970093,0.154007211327553,VALID,-0.240998506546021,-0.0105030229315162,0.970468640327454,0.0326884984970093,0.163500383496284
8807468,0.0164371,118.755810566247,VALID,-0.211994141340256,0.00118731800466776,0.977270185947418,0,0.962919652462006,0.97391951084137,VALID,-0.184405237436295,0.0130899911746383,0.982763111591339,-0.0326884984970093,0.155439540743828,VALID,-0.239385262131691,-0.010716462507844,0.970865547657013,0.0326884984970093,0.163948759436607
8807470,0.0169489,118.772759465501,VALID,-0.210685282945633,0.000779264431912452,0.977553606033325,0,1.00681722164154,1,VALID,-0.184788763523102,0.0126393586397171,0.982697010040283,-0.0326884984970093,0.155445545911789,VALID,-0.236405313014984,-0.011081482283771,0.971591353416443,0.0326884984970093,0.164151027798653
8807470,0.0171988,118.789958264679,VALID,-0.210685282945633,0.000779264431912452,0.977553606033325,0,1.00681722164154,1,VALID,-0.184788763523102,0.0126393586397171,0.982697010040283,-0.0326884984970093,0.155445545911789,VALID,-0.236405313014984,-0.011081482283771,0.971591353416443,0.0326884984970093,0.164151027798653
8807472,0.0067752,118.79673346458,VALID,-0.20919968187809,0.000244961847783998,0.977872908115387,0,1.04557132720947,1,VALID,-0.184892922639847,0.012217765673995,0.982682704925537,-0.0326884984970093,0.155142962932587,VALID,-0.233348026871681,-0.0117280278354883,0.972322583198547,0.0326884984970093,0.164244428277016
8807474,0.0170865,118.813819964882,VALID,-0.206649005413055,-0.000352296279743314,0.978415071964264,0,2,1,VALID,-0.184902459383011,0.0114948293194175,0.982689678668976,-0.0326884984970093,0.155068799853325,VALID,-0.228265047073364,-0.0121991997584701,0.97352260351181,0.0326884984970093,0.163763448596001
8807475,0.0192543,118.833074265625,VALID,-0.2056625187397,-0.000548885378520936,0.978622794151306,0,2,1,VALID,-0.184923127293587,0.0115429069846869,0.982685208320618,-0.0326884984970093,0.155068799853325,VALID,-0.226279988884926,-0.0126403523609042,0.973980307579041,0.0326884984970093,0.163943767547607
8807477,0.0140107,118.847084966023,VALID,-0.203539341688156,-0.00124240329023451,0.979065954685211,0,2,1,VALID,-0.184997200965881,0.010994303971529,0.982677519321442,-0.0326884984970093,0.155216798186302,VALID,-0.221978351473808,-0.0134784812107682,0.974958419799805,0.0326884984970093,0.164371162652969
8807479,0.0167896,118.863874566276,VALID,-0.202006012201309,-0.00204514502547681,0.979382157325745,0,2,1,VALID,-0.185123726725578,0.0102802067995071,0.982661426067352,-0.0326884984970093,0.156227916479111,VALID,-0.218797877430916,-0.0143695808947086,0.975664377212524,0.0326884984970093,0.163966864347458
8807480,0.0163695,118.880244065542,VALID,-0.201229318976402,-0.00246053957380354,0.979541063308716,0,2,1,VALID,-0.185229897499084,0.00984743982553482,0.982645869255066,-0.0326884984970093,0.156050533056259,VALID,-0.217144802212715,-0.014767493121326,0.97602766752243,0.0326884984970093,0.164986059069633
8807482,0.0169665,118.89721056493,VALID,-0.200976312160492,-0.00272213038988411,0.979592323303223,0,2,1,VALID,-0.185633525252342,0.00955827347934246,0.982572555541992,-0.0326884984970093,0.156679198145866,VALID,-0.216239705681801,-0.0150014581158757,0.976225078105927,0.0326884984970093,0.165230765938759
