Frame,DeltaTime,Time,LPositionX,LPositionY,LPositionZ,LGrab,LPinch,RPositionX,RPositionY,RPositionZ,RGrab,RPinch
215572260,0.0239626,62.964164881967,-0.087,-0.021,0.244,0.000,0.000,-0.136,0.940,0.263,0.472,0.000
215572261,0.0152298,62.9793946817517,-0.087,-0.021,0.244,0.000,0.000,-0.136,1.117,0.478,0.455,0.000
215572263,0.0099679,62.989362581633,-0.087,-0.021,0.244,0.000,0.000,0.136,0.306,1.328,0.456,0.000
215572264,0.0241592,63.0135217821226,-0.087,-0.021,0.244,0.000,0.000,0.136,0.484,1.544,0.458,0.000
215572311,0.1137942,63.4769619810395,-0.087,-0.021,0.244,0.000,0.000,0.137,2.975,4.565,0.449,0.000
215572314,0.0177929,63.4947548802011,-0.087,-0.021,0.244,0.000,0.000,0.137,3.154,4.781,0.569,0.000
215572315,0.0274937,63.5222485805862,-0.087,-0.021,0.244,0.000,0.000,-0.137,4.319,4.364,0.569,0.000
215572317,0.0082997,63.5305482805707,-0.087,-0.021,0.244,0.000,0.000,0.137,3.510,5.212,0.568,0.000
215572319,0.0258415,63.5563897811808,-0.087,-0.021,0.244,0.000,0.000,0.138,3.689,5.428,0.543,0.000
215572321,0.0110254,63.5674151810817,-0.087,-0.021,0.244,0.000,0.000,0.138,3.867,5.643,0.542,0.000
215572323,0.0258523,63.5932674813084,-0.087,-0.021,0.244,0.000,0.000,0.138,4.045,5.859,0.572,0.000
215572324,0.0171686,63.6104360814206,-0.087,-0.021,0.244,0.000,0.000,0.139,4.224,6.074,0.555,0.000
215572327,0.0101614,63.6205974812619,-0.087,-0.021,0.244,0.000,0.000,0.139,4.402,6.290,0.538,0.000
215572328,0.0262264,63.6468238807283,-0.087,-0.021,0.244,0.000,0.000,0.139,4.580,6.506,0.515,0.000
215572330,0.0108787,63.65770258056,-0.087,-0.021,0.244,0.000,0.000,-0.140,5.563,5.877,0.515,0.000
215572331,0.0274235,63.6851260797121,-0.087,-0.021,0.244,0.000,0.000,0.140,4.936,6.938,0.525,0.000
215572333,0.00825,63.6933760796674,-0.087,-0.021,0.244,0.000,0.000,-0.141,5.918,6.309,0.530,0.000
215572338,0.0199255,63.7133015790023,-0.087,-0.021,0.244,0.000,0.000,-0.142,6.096,6.525,0.608,0.000
215572341,0.0524237,63.7657252796926,-0.087,-0.021,0.244,0.000,0.000,-0.143,6.452,6.957,0.681,0.000
215572345,0.0284518,63.7941770800389,-0.087,-0.021,0.244,0.000,0.000,-0.144,6.629,7.172,0.583,0.000
215572348,0.0322577,63.8264347785152,-0.087,-0.021,0.244,0.000,0.000,0.147,6.002,8.231,0.506,0.000
215572352,0.0353548,63.8617895790376,-0.087,-0.021,0.244,0.000,0.000,-0.151,7.161,7.818,0.385,0.000
215572355,0.0363309,63.8981204801239,-0.087,-0.021,0.244,0.000,0.000,-0.155,7.336,8.034,0.209,0.000
215572358,0.0313614,63.929481881205,-0.087,-0.021,0.244,0.000,0.000,0.160,6.716,9.086,0.189,0.000
215572361,0.0370518,63.9665336818434,-0.087,-0.021,0.244,0.000,0.000,-0.167,7.861,8.683,0.011,0.026
215572362,0.0275983,63.9941319809295,-0.087,-0.021,0.244,0.000,0.000,0.244,0.016,-0.081,0.000,0.121
215572365,0.0082711,64.0024030809291,-0.087,-0.021,0.244,0.000,0.000,0.244,0.015,-0.081,0.000,0.121
215572368,0.0285645,64.0309675806202,-0.087,-0.021,0.244,0.000,0.000,0.241,0.016,-0.079,0.000,0.059
215572369,0.0309521,64.0619196803309,-0.087,-0.021,0.244,0.000,0.000,0.244,0.018,-0.081,0.000,0.147
215572371,0.0073426,64.0692622801289,-0.087,-0.021,0.244,0.000,0.000,0.245,0.017,-0.081,0.000,0.178
215572372,0.0242901,64.0935523798689,-0.087,-0.021,0.244,0.000,0.000,0.244,0.016,-0.079,0.000,0.203
215572375,0.0098153,64.1033676797524,-0.087,-0.021,0.244,0.000,0.000,0.241,0.014,-0.077,0.000,0.229
215572376,0.0246938,64.1280614798889,-0.087,-0.021,0.244,0.000,0.000,0.242,0.013,-0.077,0.000,0.136
215572378,0.0119254,64.1399868801236,-0.087,-0.021,0.244,0.000,0.000,0.240,0.010,-0.076,0.000,0.128
215572379,0.020708,64.160694880411,-0.087,-0.021,0.244,0.000,0.000,0.241,0.009,-0.076,0.029,0.051
215572382,0.0093187,64.1700135804713,-0.087,-0.021,0.244,0.000,0.000,0.239,0.008,-0.075,0.010,0.064
215572385,0.0268424,64.1968559809029,-0.087,-0.021,0.244,0.000,0.000,0.237,0.009,-0.076,0.037,0.140
215572386,0.0315974,64.2284533791244,-0.087,-0.021,0.244,0.000,0.000,0.237,0.009,-0.077,0.119,0.172
215572388,0.0083162,64.2367695793509,-0.087,-0.021,0.244,0.000,0.000,0.237,0.009,-0.076,0.151,0.148
215572389,0.0272754,64.2640449795872,-0.087,-0.021,0.244,0.000,0.000,0.234,0.009,-0.074,0.178,0.116
215572391,0.0082167,64.2722616791725,-0.087,-0.021,0.244,0.000,0.000,0.232,0.009,-0.074,0.169,0.104
215572392,0.0238873,64.2961489800364,-0.087,-0.021,0.244,0.000,0.000,0.232,0.009,-0.075,0.124,0.144
215572395,0.0082863,64.3044352801517,-0.087,-0.021,0.244,0.000,0.000,0.231,0.009,-0.074,0.126,0.136
215572396,0.0246205,64.3290557796136,-0.087,-0.021,0.244,0.000,0.000,0.231,0.008,-0.074,0.126,0.146
215572398,0.00966,64.3387157795951,-0.087,-0.021,0.244,0.000,0.000,0.231,0.007,-0.074,0.136,0.165
215572402,0.0263048,64.3650205796584,-0.087,-0.021,0.244,0.000,0.000,0.232,0.005,-0.073,0.109,0.146
215572405,0.0325255,64.3975460780784,-0.087,-0.021,0.244,0.000,0.000,0.235,0.005,-0.074,0.057,0.206
215572406,0.0307697,64.4283157782629,-0.087,-0.021,0.244,0.000,0.000,0.236,0.004,-0.075,0.018,0.178
215572408,0.0085194,64.4368351781741,-0.087,-0.021,0.244,0.000,0.000,0.236,0.005,-0.075,0.014,0.172
215572409,0.0244074,64.4612425779924,-0.087,-0.021,0.244,0.000,0.000,0.233,0.007,-0.074,0.000,0.152
215572411,0.0087465,64.4699890781194,-0.087,-0.021,0.244,0.000,0.000,0.232,0.006,-0.073,0.011,0.142
215572413,0.0256789,64.4956679772586,-0.087,-0.021,0.244,0.000,0.000,0.231,0.005,-0.073,0.045,0.092
215572415,0.0104837,64.5061516771093,-0.087,-0.021,0.244,0.000,0.000,0.231,0.005,-0.075,0.096,0.144
215572416,0.0241941,64.530345777981,-0.087,-0.021,0.244,0.000,0.000,0.231,0.003,-0.076,0.181,0.168
215572418,0.0077039,64.5380496778525,-0.087,-0.021,0.244,0.000,0.000,0.230,0.003,-0.076,0.206,0.173
215572420,0.0256171,64.5636667781509,-0.087,-0.021,0.244,0.000,0.000,0.231,0.001,-0.076,0.233,0.119
215572421,0.0168208,64.5804875777103,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.001,-0.075,0.241,0.076
215572422,0.0082675,64.5887550781481,-0.087,-0.021,0.244,0.000,0.000,0.233,-0.003,-0.077,0.214,0.063
215572425,0.0166547,64.6054097781889,-0.087,-0.021,0.244,0.000,0.000,0.228,-0.005,-0.073,0.175,0.078
215572426,0.0250923,64.6305020782165,-0.087,-0.021,0.244,0.000,0.000,0.229,-0.008,-0.073,0.131,0.087
215572428,0.0083476,64.6388496779837,-0.087,-0.021,0.244,0.000,0.000,0.233,-0.010,-0.075,0.125,0.093
215572429,0.0247669,64.663616577629,-0.087,-0.021,0.244,0.000,0.000,0.231,-0.011,-0.073,0.122,0.018
215572431,0.0084059,64.672022477258,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.013,-0.071,0.109,0.012
215572432,0.0258404,64.6978628770448,-0.087,-0.021,0.244,0.000,0.000,0.232,-0.015,-0.070,0.095,0.052
215572435,0.0073075,64.7051703771576,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.017,-0.068,0.083,0.052
215572436,0.0249135,64.7300838762894,-0.087,-0.021,0.244,0.000,0.000,0.232,-0.020,-0.069,0.094,0.076
215572438,0.0083175,64.7384013766423,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.021,-0.067,0.094,0.100
215572442,0.0292179,64.7676192773506,-0.087,-0.021,0.244,0.000,0.000,0.231,-0.023,-0.065,0.046,0.206
215572445,0.0306234,64.7982426779345,-0.087,-0.021,0.244,0.000,0.000,0.233,-0.028,-0.063,0.000,0.256
215572446,0.0305839,64.8288265774027,-0.087,-0.021,0.244,0.000,0.000,0.233,-0.030,-0.062,0.000,0.189
215572448,0.0115755,64.8404020769522,-0.087,-0.021,0.244,0.000,0.000,0.234,-0.031,-0.061,0.000,0.176
215572449,0.0211967,64.8615987775847,-0.087,-0.021,0.244,0.000,0.000,0.234,-0.031,-0.060,0.000,0.187
215572451,0.0079374,64.8695361772552,-0.087,-0.021,0.244,0.000,0.000,0.232,-0.031,-0.059,0.000,0.200
215572452,0.0255809,64.8951170770451,-0.087,-0.021,0.244,0.000,0.000,0.233,-0.030,-0.059,0.000,0.267
215572455,0.0093322,64.9044492766261,-0.087,-0.021,0.244,0.000,0.000,0.234,-0.030,-0.059,0.000,0.278
215572456,0.0239147,64.9283639770001,-0.087,-0.021,0.244,0.000,0.000,0.234,-0.031,-0.058,0.000,0.273
215572458,0.0094611,64.9378250772133,-0.087,-0.021,0.244,0.000,0.000,0.234,-0.031,-0.057,0.000,0.270
215572459,0.0244917,64.9623167766258,-0.087,-0.021,0.244,0.000,0.000,0.234,-0.030,-0.058,0.000,0.289
215572462,0.0090751,64.9713918762282,-0.087,-0.021,0.244,0.000,0.000,0.233,-0.027,-0.059,0.000,0.285
215572462,0.0267215,64.9981133760884,-0.087,-0.021,0.244,0.000,0.000,0.233,-0.026,-0.060,0.000,0.237
215572465,0.0079779,65.0060912761837,-0.087,-0.021,0.244,0.000,0.000,0.233,-0.024,-0.061,0.000,0.215
215572466,0.0256743,65.031765576452,-0.087,-0.021,0.244,0.000,0.000,0.234,-0.024,-0.062,0.000,0.104
215572468,0.0079362,65.039701776579,-0.087,-0.021,0.244,0.000,0.000,0.234,-0.023,-0.062,0.000,0.101
215572469,0.0252254,65.0649271775037,-0.087,-0.021,0.244,0.000,0.000,0.234,-0.022,-0.063,0.000,0.116
215572471,0.0078912,65.0728183770552,-0.087,-0.021,0.244,0.000,0.000,0.234,-0.021,-0.064,0.000,0.118
215572472,0.0243757,65.0971940765157,-0.087,-0.021,0.244,0.000,0.000,0.233,-0.020,-0.065,0.000,0.233
215572475,0.0090352,65.1062292763963,-0.087,-0.021,0.244,0.000,0.000,0.232,-0.019,-0.066,0.000,0.256
215572476,0.0235114,65.1297406768426,-0.087,-0.021,0.244,0.000,0.000,0.231,-0.018,-0.067,0.000,0.296
215572478,0.0132575,65.1429981766269,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.018,-0.067,0.000,0.361
215572479,0.0205889,65.1635870775208,-0.087,-0.021,0.244,0.000,0.000,0.231,-0.018,-0.066,0.000,0.404
215572481,0.0086501,65.1722371773794,-0.087,-0.021,0.244,0.000,0.000,0.231,-0.017,-0.065,0.000,0.410
215572485,0.0266357,65.1988728782162,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.368
215572486,0.0324789,65.2313517769799,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.285
215572488,0.0085664,65.2399181770161,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572489,0.0237097,65.2636278765276,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572491,0.0087876,65.2724154768512,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572492,0.0248991,65.297314577736,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572495,0.0125401,65.3098546778783,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572496,0.0206351,65.3304897779599,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572498,0.0084334,65.3389231776819,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572501,0.0264237,65.3653468778357,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572505,0.0333063,65.3986531784758,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572506,0.0320025,65.4306556796655,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572508,0.0083353,65.4389909794554,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572509,0.0242862,65.4632771788165,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572511,0.0083543,65.4716314785182,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572512,0.0252896,65.4969210792333,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572515,0.0089498,65.5058708796278,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572516,0.0252036,65.5310744801536,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572518,0.0082176,65.5392920803279,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572519,0.0241999,65.5634919796139,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572521,0.0083679,65.5718598794192,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
215572522,0.0255764,65.5974362790585,-0.087,-0.021,0.244,0.000,0.000,0.230,-0.015,-0.065,0.000,0.259
