Frame,DeltaTime,Time,Status,GazeX,GazeY,GazeZ,GazePosition,FocusDistance,FocusStability,StatusL,LeftX,LeftY,LeftZ,PositionL,PupilL,StatusR,RightX,RightY,RightZ,PositionR,PupilR
10988092,0.0099733,58.5983156342991,VALID,0.0215538423508406,0.00386450067162514,0.999760210514069,0,2,0.877821326255798,VALID,0.0151506373658776,0.00797140505164862,0.999853432178497,-0.029797600582242,0.151843130588531,VALID,0.0279558021575212,-0.000242627167608589,0.999609112739563,0.029797600582242,0.153911918401718
10988094,0.0141708,58.6124864346348,VALID,0.021762490272522,0.00327051617205143,0.999757826328278,0,2,0.888042390346527,VALID,0.0155242970213294,0.00727299973368645,0.999853014945984,-0.029797600582242,0.151936620473862,VALID,0.0279994886368513,-0.000732147076632828,0.999607682228088,0.029797600582242,0.154494419693947
10988096,0.014402,58.6268884348683,VALID,0.0216720849275589,0.00280969892628491,0.999761164188385,0,2,0.902271747589111,VALID,0.0153801394626498,0.00687545351684093,0.99985808134079,-0.029797600582242,0.152228608727455,VALID,0.027962813153863,-0.00125621375627816,0.999608159065247,0.029797600582242,0.155307352542877
10988097,0.0175653,58.6444537355565,VALID,0.0214798599481583,0.00261379242874682,0.999765872955322,0,2,0.911965787410736,VALID,0.0153229953721166,0.00655439449474216,0.999861121177673,-0.029797600582242,0.152106165885925,VALID,0.0276355762034655,-0.00132694933563471,0.999617159366608,0.029797600582242,0.15341280400753
10988099,0.0182583,58.662712035235,VALID,0.0213758684694767,0.00202132319100201,0.999769449234009,0,2,0.962344288825989,VALID,0.0152547024190426,0.00600135186687112,0.999865651130676,-0.029797600582242,0.152240321040154,VALID,0.0274958945810795,-0.00195881305262446,0.999620020389557,0.029797600582242,0.154721051454544
10988101,0.0163865,58.6790985348634,VALID,0.021155446767807,0.00155340856872499,0.999774992465973,0,2,1,VALID,0.0150620080530643,0.00558227999135852,0.999870955944061,-0.029797600582242,0.152015075087547,VALID,0.0272477567195892,-0.00247554597444832,0.999625623226166,0.029797600582242,0.155516013503075
10988103,0.017769,58.6968675344251,VALID,0.0210260562598705,0.00116186717059463,0.999778270721436,0,2,1,VALID,0.0150153208523989,0.00519749009981751,0.999873757362366,-0.029797600582242,0.152511805295944,VALID,0.0270356889814138,-0.00287381652742624,0.999630331993103,0.029797600582242,0.155969962477684
10988104,0.0185732,58.7154407347552,VALID,0.0208954885601997,0.000932170369196683,0.999781250953674,0,2,1,VALID,0.0149860689416528,0.00511666294187307,0.999874591827393,-0.029797600582242,0.152634054422379,VALID,0.0268038120120764,-0.00325237098149955,0.999635398387909,0.029797600582242,0.155728399753571
10988106,0.0177526,58.733193335589,VALID,0.0206737145781517,0.000766271143220365,0.999785959720612,0,2,1,VALID,0.0148732541128993,0.00499532837420702,0.999876916408539,-0.029797600582242,0.152865245938301,VALID,0.0264731086790562,-0.00346282566897571,0.999643504619598,0.029797600582242,0.156894505023956
10988108,0.0196305,58.7528238347732,VALID,0.0205533020198345,0.000636938202660531,0.999788582324982,0,2,1,VALID,0.0148603348061442,0.0047295936383307,0.999878406524658,-0.029797600582242,0.152589082717896,VALID,0.0262452606111765,-0.00345574831590056,0.999649584293365,0.029797600582242,0.157069966197014
10988110,0.0191346,58.7719584344886,VALID,0.0203646533191204,6.61335725453682E-05,0.999792635440826,0,2,1,VALID,0.0144343292340636,0.00388815370388329,0.999888241291046,-0.029797600582242,0.153590679168701,VALID,0.0262939613312483,-0.00375588983297348,0.999647200107574,0.029797600582242,0.155623331665993
10988112,0.0186098,58.7905682339333,VALID,0.0202735010534525,-0.00028130249120295,0.99979442358017,0,2,1,VALID,0.0142887849360704,0.0038317171856761,0.999890565872192,-0.029797600582242,0.153015553951263,VALID,0.026257149875164,-0.00439430726692081,0.999645590782166,0.029797600582242,0.156325995922089
10988114,0.0221243,58.8126925337128,VALID,0.0200312379747629,-0.000261098059127107,0.999799311161041,0,2,1,VALID,0.0142414728179574,0.00386991328559816,0.999891102313995,-0.029797600582242,0.154012575745583,VALID,0.0258199907839298,-0.00439209630712867,0.999656975269318,0.029797600582242,0.158945232629776
10988116,0.0182944,58.830986933317,VALID,0.0201135221868753,-0.000167018806678243,0.999797701835632,0,2,1,VALID,0.0143090765923262,0.00385740119963884,0.999890208244324,-0.029797600582242,0.154981479048729,VALID,0.0259169638156891,-0.00419143075123429,0.999655306339264,0.029797600582242,0.158681526780128
10988118,0.0210693,58.8520562327467,VALID,0.0198897011578083,-0.000544838432688266,0.999802052974701,0,2,1,VALID,0.01402438711375,0.0030848088208586,0.999896883964539,-0.029797600582242,0.15501107275486,VALID,0.0257540699094534,-0.00417445972561836,0.999659597873688,0.029797600582242,0.158814385533333
10988121,0.0220698,58.8741260333918,VALID,0.0199744217097759,-0.000532369187567383,0.999800324440002,0,2,1,VALID,0.0139370737597346,0.00322311324998736,0.999897658824921,-0.029797600582242,0.154992267489433,VALID,0.0260107610374689,-0.00428782496601343,0.999652445316315,0.029797600582242,0.15843577682972
10988123,0.0202716,58.8943976326846,VALID,0.0200023576617241,-0.000555350561626256,0.999799787998199,0,2,1,VALID,0.0139839900657535,0.00326358643360436,0.999896883964539,-0.029797600582242,0.154355302453041,VALID,0.026019711047411,-0.00437425961717963,0.999651849269867,0.029797600582242,0.157558381557465
