Frame,DeltaTime,Time,LevelNumber,TrailNumber,MolePosition,WhackCheck
15434328,0.0206256,80.7740998696536,3.000,0.000,0.000,False
15434331,0.0303519,80.8044517692178,3.000,0.000,0.000,False
15434335,0.0319231,80.8363748695701,3.000,0.000,0.000,False
15434339,0.0384234,80.8747982699424,3.000,0.000,0.000,False
15434344,0.0473939,80.9221921693534,3.000,0.000,0.000,False
15434350,0.0469667,80.9691588710994,3.000,0.000,0.000,False
15434358,0.0602514,81.029410270974,3.000,0.000,0.000,False
15434367,0.0772757,81.1066859718412,3.000,0.000,0.000,False
0,0.096519,81.2032049726695,3.000,0.000,0.000,False
15434387,0.1029222,81.3061271738261,3.000,0.000,0.000,False
15434397,0.0982488,81.4043759759516,3.000,0.000,0.000,False
15434407,0.1019404,81.50631637685,3.000,0.000,0.000,False
0,0.1017648,81.6080811750144,3.000,0.000,0.000,False
15434418,0.0991972,81.7072783764452,3.000,0.000,0.000,False
15434420,0.0094468,81.7167251762003,3.000,0.000,0.000,False
0,0.0171844,81.7339095771313,3.000,0.000,0.000,False
15434424,0.0164748,81.7503843773156,3.000,0.000,0.000,False
15434425,0.0231143,81.7734986767173,3.000,0.000,0.000,False
15434427,0.0120699,81.7855685763061,3.000,0.000,0.000,False
15434429,0.0177194,81.8032879754901,3.000,0.000,0.000,False
15434431,0.0155277,81.8188156755641,3.000,0.000,0.000,False
15434432,0.0172663,81.8360819751397,3.000,0.000,0.000,False
15434434,0.0169371,81.8530190745369,3.000,0.000,0.000,False
15434436,0.020607,81.8736260747537,3.000,0.000,0.000,False
15434438,0.0151166,81.8887426750734,3.000,0.000,0.000,False
15434440,0.0177378,81.9064804753289,3.000,0.000,0.000,False
15434441,0.018907,81.9253874747083,3.000,0.000,0.000,False
15434442,0.0138644,81.9392518745735,3.000,0.000,0.000,False
15434444,0.0166116,81.9558634748682,3.000,0.000,0.000,False
15434446,0.0166846,81.972548074089,3.000,0.000,0.000,False
15434447,0.0170024,81.9895504740998,3.000,0.000,0.000,False
15434449,0.015665,82.0052154744044,3.000,0.000,0.000,False
15434451,0.0187836,82.0239990735427,3.000,0.000,0.000,False
15434452,0.0154862,82.0394852738827,3.000,0.000,0.000,False
0,0.0163818,82.0558670740575,3.000,0.000,0.000,False
0,0.020063,82.0759300738573,3.000,0.000,0.000,False
15434457,0.0127378,82.0886678742245,3.000,0.000,0.000,False
15434459,0.017253,82.1059208745137,3.000,0.000,0.000,False
15434461,0.0169033,82.122824174352,3.000,0.000,0.000,False
15434462,0.0164028,82.1392269739881,3.000,0.000,0.000,False
15434464,0.0175026,82.1567295743153,3.000,0.000,0.000,False
15434466,0.0159677,82.1726972749457,3.000,0.000,0.000,False
15434468,0.0182863,82.1909835757688,3.000,0.000,0.000,False
15434469,0.0163995,82.2073830766603,3.000,0.000,0.000,False
15434471,0.0155011,82.222884176299,3.000,0.000,0.000,False
15434473,0.0195502,82.2424343768507,3.000,0.000,0.000,False
15434474,0.0134398,82.2558741765097,3.000,0.000,0.000,False
0,0.0175105,82.2733846763149,3.000,0.000,0.000,False
0,0.0152902,82.2886748760939,3.000,0.000,0.000,False
0,0.0177046,82.3063794765621,3.000,0.000,0.000,False
0,0.0155851,82.3219645768404,3.000,0.000,0.000,False
0,0.017442,82.3394065760076,3.000,0.000,0.000,False
0,0.0170664,82.3564729765058,3.000,0.000,0.000,False
0,0.0166899,82.3731628768146,3.000,0.000,0.000,False
15434487,0.0186394,82.391802277416,3.000,0.000,0.000,False
15434489,0.013643,82.4054452776909,3.000,0.000,0.000,False
15434491,0.0169237,82.4223689772189,3.000,0.000,0.000,False
15434492,0.0164438,82.4388127774,3.000,0.000,0.000,False
15434494,0.0174602,82.456272976473,3.000,0.000,0.000,False
15434496,0.0160264,82.4722993765026,3.000,0.000,0.000,False
15434497,0.0162215,82.4885208755732,3.000,0.000,0.000,False
15434499,0.0180806,82.5066014751792,3.000,0.000,0.000,False
15434501,0.0160443,82.5226457752287,3.000,0.000,0.000,False
15434503,0.0157552,82.5384009759873,3.000,0.000,0.000,False
15434504,0.0231624,82.5615633763373,3.000,0.000,0.000,False
15434506,0.0108735,82.572436876595,3.000,0.000,0.000,False
15434507,0.0168905,82.5893273763359,3.000,0.000,0.000,False
15434509,0.0154219,82.6047492763028,3.000,0.000,0.000,False
0,0.0181307,82.6228799754754,3.000,0.000,0.000,False
0,0.0163755,82.6392554761842,3.000,0.000,0.000,False
15434514,0.0174656,82.6567210769281,3.000,0.000,0.000,False
15434516,0.0153674,82.6720884768292,3.000,0.000,0.000,False
15434518,0.0173301,82.6894185775891,3.000,0.000,0.000,False
15434519,0.0200822,82.7095007775351,3.000,0.000,0.000,False
15434521,0.0118696,82.7213703775778,3.000,0.000,0.000,False
15434522,0.0183022,82.7396725779399,3.000,0.000,0.000,False
15434524,0.0155495,82.7552220774814,3.000,0.000,0.000,False
15434526,0.0188748,82.7740968773142,3.000,0.000,0.000,False
15434527,0.0147853,82.7888821773231,3.000,0.000,0.000,False
15434529,0.018996,82.807878177613,3.000,0.000,0.000,False
15434531,0.015208,82.8230861779302,3.000,0.000,0.000,False
15434532,0.0171129,82.8401990775019,3.000,0.000,0.000,False
15434534,0.0202926,82.8604916781187,3.000,0.000,0.000,False
15434536,0.0111977,82.8716893782839,3.000,0.000,0.000,False
15434537,0.0176068,82.889296178706,3.000,0.000,0.000,False
15434539,0.0171366,82.9064327785745,3.000,0.000,0.000,False
