Frame,DeltaTime,Time,Status,GazeX,GazeY,GazeZ,GazePosition,FocusDistance,FocusStability,StatusL,LeftX,LeftY,LeftZ,PositionL,PupilL,StatusR,RightX,RightY,RightZ,PositionR,PupilR
16301378,0.0119567,128.100267458241,VALID,-0.0236839298158884,-0.0058172713033855,0.999702572822571,0,2,0.895638823509216,VALID,-0.0177648905664682,-0.0235481057316065,0.999564826488495,-0.0293877497315407,0.154461786150932,VALID,-0.0295946951955557,0.0119155962020159,0.999490976333618,0.0293877497315407,0.202375680208206
16301380,0.0245817,128.124849158805,VALID,-0.0245602503418922,-0.00891334377229214,0.999658644199371,0,2,0.861634373664856,VALID,-0.017821192741394,-0.0263921301811934,0.999492824077606,-0.0293877497315407,0.155685886740685,VALID,-0.0312906913459301,0.00856857094913721,0.999473571777344,0.0293877497315407,0.201535582542419
16301382,0.0157767,128.140625858214,VALID,-0.0253484845161438,-0.0108269462361932,0.999620020389557,0,2,0.859596908092499,VALID,-0.0179791729897261,-0.0279423855245113,0.999447822570801,-0.0293877497315407,0.154346480965614,VALID,-0.0327089950442314,0.00629225233569741,0.999445140361786,0.0293877497315407,0.202098831534386
16301384,0.022123,128.162748857867,VALID,-0.0264563858509064,-0.0132829183712602,0.999561727046967,0,2,0.838740527629852,VALID,-0.0180700868368149,-0.0288582313805819,0.999420166015625,-0.0293877497315407,0.155567944049835,VALID,-0.0348344072699547,0.00229655159637332,0.999390482902527,0.0293877497315407,0.209413260221481
16301387,0.0229952,128.185744057875,VALID,-0.027219619601965,-0.0178349185734987,0.999470353126526,0,2,0.814893305301666,VALID,-0.0177853144705296,-0.0297176763415337,0.999400079250336,-0.0293877497315407,0.156084477901459,VALID,-0.036647655069828,-0.00594805460423231,0.999310553073883,0.0293877497315407,0.20986744761467
16301389,0.0239174,128.209661457222,VALID,-0.0265667773783207,-0.0166374407708645,0.999508559703827,0,2,0.822578191757202,VALID,-0.0169382076710463,-0.029579745605588,0.999418914318085,-0.0293877497315407,0.156114608049393,VALID,-0.036188431084156,-0.00369080575183034,0.999338150024414,0.0293877497315407,0.195256263017654
16301392,0.0290254,128.238686857279,VALID,-0.0267309956252575,-0.0183930657804012,0.999473452568054,0,2,0.864641010761261,VALID,-0.0166199747473001,-0.0298151206225157,0.999417245388031,-0.0293877497315407,0.155967727303505,VALID,-0.0368357971310616,-0.00696672918274999,0.999297022819519,0.0293877497315407,0.210218846797943
16301395,0.022383,128.261069857981,VALID,-0.0261030457913876,-0.0190868768841028,0.999477028846741,0,2,0.937007427215576,VALID,-0.0151506057009101,-0.0291718859225512,0.999459564685822,-0.0293877497315407,0.156122997403145,VALID,-0.0370496995747089,-0.00899763498455286,0.99927294254303,0.0293877497315407,0.210087090730667
16301397,0.0260298,128.287099657115,VALID,-0.0261237546801567,-0.0194357484579086,0.999469757080078,0,2,0.976502358913422,VALID,-0.0148210395127535,-0.0290346723049879,0.999468505382538,-0.0293877497315407,0.15637843310833,VALID,-0.0374207235872746,-0.00983255263417959,0.999251246452332,0.0293877497315407,0.210190564393997
16301400,0.0295621,128.316661757883,VALID,-0.0254803076386452,-0.0175077952444553,0.999522030353546,0,2,1,VALID,-0.0143240345641971,-0.0288674663752317,0.999480605125427,-0.0293877497315407,0.15637843310833,VALID,-0.0366301238536835,-0.00614368682727218,0.99931001663208,0.0293877497315407,0.205441638827324
16301403,0.0314051,128.348066856619,VALID,-0.0252444408833981,-0.0162948537617922,0.999548494815826,0,2,1,VALID,-0.0143931973725557,-0.0286870952695608,0.999484837055206,-0.0293877497315407,0.154558002948761,VALID,-0.0360888354480267,-0.00389819289557636,0.999341011047363,0.0293877497315407,0.203328624367714
