Frame,DeltaTime,Time,Status,GazeX,GazeY,GazeZ,GazePosition,FocusDistance,FocusStability,StatusL,LeftX,LeftY,LeftZ,PositionL,PupilL,StatusR,RightX,RightY,RightZ,PositionR,PupilR
8718818,0.0128612,56.0268083913252,VALID,0.0112800188362598,-0.0774730369448662,0.996930658817291,0,2,1,VALID,0.0337868593633175,-0.0808050632476807,0.996157109737396,-0.0326635017991066,0.146537825465202,VALID,-0.0112326676025987,-0.0741008669137955,0.997187495231628,0.0326635017991066,0.161733746528625
8718819,0.0209854,56.0477937916294,VALID,0.0102232759818435,-0.0776697546243668,0.996926724910736,0,2,1,VALID,0.0330395363271236,-0.0811602249741554,0.996153295040131,-0.0326635017991066,0.146988824009895,VALID,-0.0125984391197562,-0.0741378515958786,0.9971684217453,0.0326635017991066,0.164299592375755
8718821,0.008909,56.0567027917132,VALID,0.00834486819803715,-0.0777663812041283,0.996936678886414,0,2,1,VALID,0.031820259988308,-0.0811013579368591,0.996197819709778,-0.0326635017991066,0.147082358598709,VALID,-0.0151352202519774,-0.0743876397609711,0.997114539146423,0.0326635017991066,0.164310738444328
8718822,0.0264188,56.0831215912476,VALID,0.00742388097569346,-0.0779023021459579,0.996933341026306,0,2,1,VALID,0.0309350658208132,-0.0807382762432098,0.996255159378052,-0.0326635017991066,0.149031445384026,VALID,-0.0160914715379477,-0.0750226005911827,0.997052013874054,0.0326635017991066,0.163536474108696
8718825,0.0063526,56.0894741914235,VALID,0.00723225716501474,-0.0783167034387589,0.996902287006378,0,2,1,VALID,0.0296909585595131,-0.0801826864480972,0.996337890625,-0.0326635017991066,0.147194236516953,VALID,-0.0152301201596856,-0.0764109194278717,0.99696010351181,0.0326635017991066,0.161760523915291
8718825,0.0262518,56.1157259917818,VALID,0.00723225716501474,-0.0783167034387589,0.996902287006378,0,2,1,VALID,0.0296909585595131,-0.0801826864480972,0.996337890625,-0.0326635017991066,0.147194236516953,VALID,-0.0152301201596856,-0.0764109194278717,0.99696010351181,0.0326635017991066,0.161760523915291
8718828,0.0071425,56.1228684918024,VALID,0.00763857550919056,-0.0781281590461731,0.996914088726044,0,2,1,VALID,0.0284508373588324,-0.0804579257965088,0.996351897716522,-0.0326635017991066,0.148078382015228,VALID,-0.0131770391017199,-0.0757641047239304,0.997038722038269,0.0326635017991066,0.160814791917801
8718829,0.0246397,56.1475081914105,VALID,0.00718291755765677,-0.0780115500092506,0.996926605701447,0,2,1,VALID,0.0277263578027487,-0.0804092139005661,0.996376216411591,-0.0326635017991066,0.147432565689087,VALID,-0.0133635979145765,-0.0755804926156998,0.997050166130066,0.0326635017991066,0.162831649184227
8718832,0.0100119,56.1575200916268,VALID,0.00648130988702178,-0.0780302956700325,0.996929943561554,0,2,1,VALID,0.0262356232851744,-0.0809691995382309,0.996371269226074,-0.0326635017991066,0.148404002189636,VALID,-0.0132755907252431,-0.0750602409243584,0.997090637683868,0.0326635017991066,0.162831649184227
8718833,0.0317518,56.1892718919553,VALID,0.00606199493631721,-0.0780795440077782,0.996928691864014,0,2,1,VALID,0.0256083775311708,-0.0813316330313683,0.996358036994934,-0.0326635017991066,0.145795866847038,VALID,-0.0134867699816823,-0.0747967660427094,0.997107565402985,0.0326635017991066,0.162795662879944
