spawn,completion_time,reaction_time,spawn_location,spawn_difficulty,input_length,max_velocity,max_acceleration,max_jerk
1,0.825265400100079,0.2188758,-0.1,1,0.246912455932831,0.748040508304352,4.58634894223235,19.2342821468623
2,0.848704207699939,0.2482562,-0.2,2,0.270777466290391,0.784360793662597,4.5789766373587,16.6464514076948
3,0.777633199400043,0.1812946,0.2,2,0.245296582628216,0.751038500483464,4.42841820044155,73.4844905409995
4,1.01230060119997,0.3904634,0.1,1,0.202458148306837,0.458701734144815,2.30952866976801,35.7404552456819
5,0.815527797699929,0.311426,0.1,1,0.20630054249614,0.608972129269768,3.04827348814045,27.6940673853374
6,1.05400860129998,0.2233769,0.3,3,0.266146318583451,0.58476790872077,3.05042544804098,20.91442188399
7,0.760870397099893,0.3310617,0.1,1,0.206332698700924,0.668193726940532,4.41188228701668,67.2920657686545
8,0.964638897200075,0.3985131,0.2,2,0.237441443680551,0.761211707912808,3.91770558569478,50.2053298656317
9,0.982809498000051,0.4680787,-0.2,2,0.290904100200854,1.13264443586995,7.13173930046649,33.1454061759308
10,0.869951900099977,0.3332259,0.2,2,0.253490542600384,0.761555068495587,5.04620247586079,60.8800789268325
11,0.90439049430006,0.3158939,0.3,3,0.278386583402511,0.819440638278206,5.8823624893166,50.3341668116385
12,0.816074093799898,0.3221431,0.1,1,0.245621158196159,0.824566464008141,5.91180404033832,40.7504143018451
13,1.00790869720004,0.5276858,0.1,1,0.253222821181371,0.854310038477062,5.71464592519878,31.4386347490391
14,0.848715798900002,0.3144745,-0.1,1,0.239030460791213,0.717140182318456,4.64647344124704,25.2810829823655
15,0.807627105099982,0.2685283,0.2,2,0.255859339682779,0.723203833661848,3.90556505917653,25.9574355338839
16,0.6819700998999,0.2348454,0.1,1,0.187351956497154,0.590225572519241,3.86572379611856,23.1264499745189
17,0.749613904400121,0.2643997,0.1,1,0.240935870208224,0.833031021546633,5.48221379150321,32.7412338466012
18,0.766655399399951,0.2000254,-0.2,2,0.295900051541575,0.875143905849307,4.51335147024322,25.3518879548328
19,0.845258593499921,0.2560746,0.3,3,0.303114590097739,0.959469648226431,6.35414801282964,58.7281758563825
20,1.06248289440009,0.5490243,-0.2,2,0.339281158063786,1.28583925661922,6.97532382327253,19.0083308412226
21,0.838910100100065,0.2841148,0.3,3,0.320652791540977,0.999316600762182,6.08455528534224,70.813373824829
22,0.863581703100181,0.3308879,0.1,1,0.292199047053771,0.985108425747477,6.79207085296504,22.7474268182096
23,0.881238399100084,0.334997,0.1,1,0.300508427618278,1.0203296132021,6.55628697400434,35.3962375187565
24,0.863082595200012,0.269016,-0.2,2,0.323907802921143,1.03640283024532,5.57296046873053,34.7042876290561
25,0.890796804799947,0.2854247,-0.3,3,0.374391890197164,1.17373439267412,7.86737189438223,46.630556531575
26,0.998595898999838,0.4198397,0.3,3,0.348844660977437,1.2731363633232,8.18043292124804,65.6872485124217
27,0.898415196700171,0.3516155,0.2,2,0.281067477547594,0.96792017954325,6.14226601940503,16.9630609450685
28,0.918329804199857,0.3517719,-0.2,2,0.34439619319174,1.16897901471488,6.50303006421636,48.868906421707
29,0.852702598099995,0.3697667,0.1,1,0.288006230449883,1.05476228793776,7.2611569830095,32.6501332144269
30,0.924576599200009,0.3843857,-0.2,2,0.326019153890702,1.00756916768121,6.29417017317785,45.7561733415172
31,0.849815502700039,0.3334015,-0.2,2,0.344638806061822,1.14181024205038,6.11273065482964,28.205414997988
32,0.846111103000112,0.2201612,0.2,2,0.33101809936135,1.0345426029205,5.56750554450577,37.5179596920665
33,0.84244499639999,0.3478258,-0.2,2,0.330995017494488,1.17755513257343,8.20614285558728,39.4676061088019
34,0.894262498199851,0.3384551,-0.2,2,0.336948307660157,1.166970724516,6.09194764662383,17.6227224192769
35,0.870930197699863,0.2673455,-0.3,3,0.386084878308859,1.34265540008639,8.66513183852895,28.3811052561942
36,0.839351500399971,0.3132635,0.2,2,0.30980374482557,1.05577119317432,7.06116666801652,45.9974675303673
37,1.14620629880005,0.2524148,0.1,1,0.313961148551384,0.939669640265309,5.8976017949651,25.5216759725149
38,0.882733800499864,0.2997938,-0.2,2,0.362872889293053,1.31957905945037,8.21532452661597,29.4705120805494
39,1.08502059619991,0.4760571,-0.3,3,0.430642757603123,1.38025936140181,9.46466473029195,36.937856637286
40,0.873693506300015,0.2992456,-0.1,1,0.344985111113536,1.20415733233594,6.35821541498359,20.5416972186248
41,2.26183079649991,0.2921341,-0.3,3,0.910628435338165,1.35998586231857,10.8318055012441,77.1973462953976
42,1.01719400100001,0.2610266,0.3,3,0.335519531675684,0.99491218107723,5.49313625809319,73.6212636846312
43,2.61987570530005,0.9031752,-0.3,3,0.459651947758879,1.28929621684805,7.61480859635653,45.5238767822889
44,1.06831170529995,0.22556,-0.3,3,0.38267791838347,1.07354104009061,5.88520706878062,49.2663226742943
45,0.984637301399971,0.4223244,0.1,1,0.306419722336339,1.01154573321818,5.60871042838513,24.5927812836273
46,1.46579559700012,0.3337058,-0.1,1,0.340599587082153,0.924340567498777,4.95925077337243,76.3481891841198
47,0.982770998999968,0.2225929,0.3,3,0.321857324230341,0.940034305417473,5.40343068964709,30.9403711669004
48,1.34522500360004,0.7982549,0.2,2,0.340221154840149,0.94971036495203,6.10731862587177,21.6052410577014
49,0.918799499999977,0.3744073,0.2,2,0.301811204156391,0.864667511453055,5.02616010472206,20.3138329625313
50,0.846019898500117,0.253735,0.1,1,0.26128237848652,0.824985315559512,4.1683029572836,28.8229039375155
51,0.777478303800081,0.1616903,-0.1,1,0.383528084511745,0.957557464641781,5.75698387549381,213.305614591174
52,1.24939189940005,0.2046073,0.3,3,0.32530595782051,0.739267451896559,3.59296390760769,25.2347287746062
53,0.929803104099847,0.4205054,-0.1,1,0.261542492256395,0.837196523762482,4.86010156805137,20.0494841689197
54,0.870844496399968,0.2502842,-0.2,2,0.291633538066346,0.826017804163013,3.29236894620444,26.6682716999232
55,1.46715150590012,0.2955971,0.3,3,0.287640463349877,0.688459815168434,4.58329279938521,56.7650120209673
56,1.61000179400003,0.3531939,0.2,2,0.243986468725272,0.574430881970918,2.77518065097041,28.8946864995684
57,1.01850469970009,0.302848,0.3,3,0.2983109838795,0.854154732160573,4.86630891569006,43.8475575420509
58,0.930796097999973,0.3992591,0.1,1,0.264483111281204,0.956890209369784,6.06317669269583,15.7665916009867
59,0.834070104099965,0.198085,-0.3,3,0.332793608376071,0.886533507964556,4.39611043796084,81.134716189122
60,0.88638439500005,0.255256,-0.3,3,0.339952216213152,1.03449315338119,4.31034763458493,35.8641548599633
61,0.834935302900021,0.3629094,0.1,1,0.255188992178155,0.808853115231857,4.99000773107055,31.457383228989
62,0.958083094099948,0.2560808,-0.2,2,0.276398802887889,0.778152220377789,4.00595334623783,25.6372788388512
63,0.922463300599929,0.349415,-0.1,1,0.269100974920642,0.874488108725845,5.59550336316138,26.8867028251242
64,1.51988069710001,0.2473596,0.3,3,0.322342103421121,0.837125041148935,4.65449711005242,26.8547687523555
65,0.910676196200029,0.3327794,-0.2,2,0.31042327591649,1.17171233567286,7.21186245351203,49.349666240036
66,0.851057798599868,0.2855995,0.1,1,0.268999278415183,0.802184662732405,3.98913905757004,39.3159558209141
67,1.05154769489991,0.4836598,0.1,1,0.262160861419146,0.734520311805054,3.67407795721722,16.1786993864274
68,1.00964809669995,0.2994129,0.3,3,0.311321578709509,0.76718294885573,4.2238316385773,41.695374077586
69,0.986260101700054,0.330455,0.2,2,0.286227929562859,0.849094109413712,4.53921105548579,47.9630177788926
70,0.918361499899902,0.292155,0.2,2,0.294925989027916,0.914998229395423,5.88556910125292,55.4016468413378
71,0.960824193399958,0.2833513,-0.3,3,0.334690877204972,0.883168307841243,4.89116820278828,41.6188678953863
72,1.45391519179998,0.2133225,-0.1,1,0.362537714968405,0.905058028825694,5.10870401739563,32.1432149806972
73,0.799273302799975,0.1789498,-0.1,1,0.250779197622232,0.711172097021432,3.71327293306905,22.9851759294712
74,1.01290809820011,0.4048098,0.2,2,0.252674992069045,0.651146304288232,3.30386703450816,32.2444642935979
75,0.869926200300142,0.3461982,0.1,1,0.25578399139095,0.754301543786447,4.21676851852213,11.495644148122
76,0.897548500500079,0.2100093,-0.1,1,0.286690575286085,0.816518822369193,4.48805717936655,16.8314365354198
77,0.885889699700101,0.2193712,0.2,2,0.311447989616817,0.90585351431573,6.44393312574251,34.4190644250239
78,0.829125198599968,0.2132285,-0.2,2,0.294362215437745,0.839807778425772,5.03691212715947,78.5266002262829
79,0.964198994500066,0.2211431,-0.3,3,0.3875105906245,0.965471796605927,7.39360445830431,45.6275824098098
80,0.870006800700139,0.3922479,-0.3,3,0.35894563557892,0.678769561458471,2.33136274595634,56.2615075688502
81,1.01208439380002,0.2540395,-0.2,2,0.302575799612758,0.75443301905446,3.56876684768197,20.2434353804405
82,1.80406179739998,0.1263088,-0.1,1,0.303143603451407,0.891504566870188,5.94527643542297,44.3265097531377
