spawn,completion_time,reaction_time,spawn_location,spawn_difficulty,input_length,max_velocity,max_acceleration,max_jerk
1,0.712118603300041,0.2521315,-0.2,2,0.239471923757923,0.824648734910172,5.52535738205489,57.7802599215621
2,0.665890395699989,0.2470223,-0.2,2,0.200331730937058,0.697671162062489,4.91713043321663,57.053673939807
3,0.738494601100228,0.2322141,-0.2,2,0.231705415408636,0.749352206440081,4.54936047459127,44.7836859622065
4,0.811727398599942,0.1663518,-0.3,3,0.25224238761355,0.671379182113982,4.39123369238572,30.767263703924
5,0.78285629309994,0.1850979,-0.3,3,0.252226773358867,0.572242900248872,2.79159206777887,19.5718252605572
6,0.961575401000118,0.264582,0.2,2,0.215390760216696,0.498336588427475,2.9851695576746,22.8971258273862
7,0.739839591999498,0.2383534,-0.1,1,0.186182035135364,0.602010325349257,3.51168943415073,27.6865030102928
8,1.0162971988002,0.2676449,0.3,3,0.25087307218305,0.593677441448369,2.82362595122977,18.1358561153515
9,0.785573696799474,0.308539,0.2,2,0.215082685291866,0.602188016410921,3.75266400607419,64.1616698983258
10,0.881518301599499,0.2339926,0.2,2,0.202348685494903,0.540007170004228,1.80554029759968,13.1624917184627
11,0.960256196599403,0.2894238,0.2,2,0.211588465370845,0.485392510932885,2.40324277569699,17.6296468113149
12,0.871291502299755,0.3260685,0.3,3,0.208143519543771,0.526431335400322,2.75031150602247,20.7036410544518
13,0.779160299799514,0.197183,0.2,2,0.198241572133281,0.529816096532119,2.82644545618467,21.5892584767327
14,0.752731502499955,0.2258847,0.1,1,0.179022741192432,0.563744120630812,3.24085219705833,25.1591971279392
15,1.49665419810026,0.2070592,0.3,3,0.295931828459919,0.591450980217522,2.99058730616605,35.9529849286867
16,0.915635698500409,0.3555268,0.3,3,0.246054196110364,0.549645535432533,3.1559645374768,34.0495086410871
17,0.918635099200401,0.3473329,-0.3,3,0.28422356148195,0.848388300523016,5.0078881659582,51.5524943977041
18,0.862237200600248,0.3438154,0.1,1,0.198719953261437,0.546840738590661,3.82583157899771,32.934855218917
19,0.990481505200478,0.3245645,0.3,3,0.236845174792347,0.533868135204835,2.44898541812703,17.6564664365544
20,0.856261704099779,0.3673725,0.1,1,0.194893851379464,0.543613671529764,3.27690238453033,33.8454343430617
21,0.843196603499564,0.2326635,-0.3,3,0.274755157978165,0.821811716936179,4.3631819815154,47.938145688238
22,0.814592499300488,0.2929754,0.1,1,0.186940005733012,0.495313770144934,2.58729406557146,24.1122903830815
23,0.953559893200691,0.3237685,0.3,3,0.243612400559896,0.556541893727739,2.75177984163785,27.8719489276875
24,0.779502193499866,0.3002569,-0.1,1,0.186610559044289,0.5949716625584,3.40887762402197,29.169526786101
25,0.821674501499729,0.3217537,0.2,2,0.229117239702474,0.613096565630218,3.83979517164485,39.0898447844414
26,0.867531592999512,0.3151759,0.3,3,0.273443196894538,0.656147296352392,3.73225617871396,38.7787166674028
27,0.839839302499968,0.2905822,0.1,1,0.19665983695647,0.512337080806885,3.32208556988054,35.1932573782492
28,0.825618902699716,0.2264054,0.3,3,0.262751772751429,0.706335369089549,2.79157482004226,19.2016667990008
29,0.835922697099704,0.3040173,0.2,2,0.261128441187138,0.678518552178842,4.31497427342274,38.4209227186948
30,0.868021300899272,0.2972566,-0.3,3,0.2827281817775,0.747929126367585,5.08427867422708,52.5307320044331
31,0.834986201500215,0.2391325,-0.1,1,0.191504322837954,0.523833095556536,2.74992409029294,21.9066362697881
32,0.896927193299234,0.2696885,0.2,2,0.211874338944143,0.573907004207134,3.88512924311734,36.4297947085875
33,1.41205229849948,0.2291124,-0.2,2,0.382463801959782,0.679673097674407,4.23679772290093,43.0857454783516
34,0.714462204399751,0.2007833,-0.2,2,0.22066850454543,0.667558892714302,3.96912423319939,42.6918903603046
35,0.731574894899495,0.2192031,-0.2,2,0.21574068830161,0.673395479106198,4.71596070569837,43.5430003097153
36,0.766353804199753,0.276094,-0.1,1,0.192312597676703,0.604815191083508,4.60264842518404,37.7242984646207
37,0.787542897299318,0.2411104,-0.1,1,0.199725836830378,0.542070390957095,3.28295243793648,37.0526309598652
38,0.746561794499939,0.2360064,-0.1,1,0.19595278569647,0.612251258462094,4.1651512653412,32.2014435577434
39,0.787996595699951,0.2379701,0.2,2,0.187997770695138,0.48605350365167,2.18656060301596,22.9925844282075
40,0.852872995199505,0.1881519,-0.3,3,0.273371319381619,0.741108314474659,4.22051304247742,31.5688976844991
41,0.717965602000731,0.2526079,-0.3,3,0.29879682275949,0.651649053664853,3.37124858478348,43.6278641804649
42,1.3689439002992,0.2765457,0.3,3,0.260286226527378,0.518627115417175,2.7780361322188,26.7195667259663
43,0.736326803499651,0.2626335,-0.1,1,0.168315870076572,0.477622504382793,3.34382307997321,45.897813194892
44,0.726196901000549,0.2043679,0.2,2,0.190080195445897,0.547004995060893,2.83486014344775,26.7836327645806
45,0.964322899500075,0.3474115,0.3,3,0.255860527711817,0.625775375885243,3.26993973643587,41.6871531343351
46,0.966280502800146,0.3174203,0.3,3,0.245989738814808,0.576736498656688,3.08611603801987,17.4770985958277
47,0.792594403499606,0.2978677,-0.1,1,0.200110031222206,0.639092151844512,4.07900647070234,46.2411988909947
48,0.87783879969993,0.2720132,-0.3,3,0.278464275135235,0.722430460200935,4.05589284869344,41.1977542862299
49,0.814147496099395,0.2049902,0.2,2,0.19592904423215,0.506981527052691,1.96371587812549,14.3495147831941
50,0.876294996100114,0.1699721,0.1,1,0.183769160424876,0.514040975496749,2.76299464489494,20.9907182357883
51,0.872055797800385,0.2724958,0.1,1,0.202411343302545,0.548958086484908,3.17822616489249,22.0964738868827
52,0.927369503699992,0.4273878,0.1,1,0.199669781183304,0.561829547795111,3.5955219511203,33.4913035079656
53,0.924099001600553,0.2996152,0.3,3,0.245115493316922,0.60357209740171,3.34116682545051,28.1678326490809
54,0.852199398999801,0.2714389,-0.2,2,0.265538575903991,0.704229905448085,4.57828194310596,44.1281597736542
55,0.891831397599162,0.1559709,0.2,2,0.209030996629131,0.545996703669959,2.66098267174327,19.4800935059534
56,0.986287899299896,0.4162156,-0.1,1,0.200081425439703,0.597538667465883,2.93920364810295,21.7169638790056
57,0.825139096000385,0.2734907,-0.2,2,0.226472675981351,0.660931142381027,4.58985920576994,37.7206793340059
