Frame,DeltaTime,Time,Status,GazeX,GazeY,GazeZ,GazePosition,FocusDistance,FocusStability,StatusL,LeftX,LeftY,LeftZ,PositionL,PupilL,StatusR,RightX,RightY,RightZ,PositionR,PupilR
7894842,0.0119794,79.6387802916579,VALID,0.239787191152573,0.0556383319199085,0.969229817390442,0,0.724976301193237,0.926559329032898,VALID,0.276206344366074,0.0662437900900841,0.958812713623047,-0.0306579507887363,0.182507455348969,VALID,0.202996999025345,0.0449467860162258,0.978147208690643,0.0306579507887363,0.192979291081429
7894843,0.0118316,79.6506118918769,VALID,0.239774391055107,0.0556711032986641,0.969231128692627,0,0.726550102233887,0.993848919868469,VALID,0.276145845651627,0.0662044435739517,0.958832859992981,-0.0306579507887363,0.18217733502388,VALID,0.203033223748207,0.045051921159029,0.978134870529175,0.0306579507887363,0.192862272262573
7894845,0.0168616,79.6674734926783,VALID,0.239796221256256,0.0556532517075539,0.969226777553558,0,0.727876543998718,1,VALID,0.276125311851501,0.0661288648843765,0.958844006061554,-0.0306579507887363,0.18253181874752,VALID,0.203098475933075,0.0450920760631561,0.978119492530823,0.0306579507887363,0.192981570959091
7894847,0.0160317,79.6835051919334,VALID,0.239676892757416,0.0555563233792782,0.969261825084686,0,0.730206429958344,1,VALID,0.275872945785522,0.0660330057144165,0.95892322063446,-0.0306579507887363,0.182189255952835,VALID,0.203114897012711,0.0449948124587536,0.978120565414429,0.0306579507887363,0.193152561783791
7894848,0.0172093,79.7007144927047,VALID,0.239640608429909,0.0555431619286537,0.969271540641785,0,0.732238113880157,1,VALID,0.2757628262043,0.0659503638744354,0.958960592746735,-0.0306579507887363,0.181858628988266,VALID,0.203154280781746,0.045051570981741,0.978109776973724,0.0306579507887363,0.193330690264702
7894850,0.0173974,79.7181118926965,VALID,0.239466443657875,0.0554795116186142,0.969318211078644,0,0.734999775886536,1,VALID,0.27547612786293,0.0658184140920639,0.95905202627182,-0.0306579507887363,0.181252717971802,VALID,0.203095406293869,0.0450568944215775,0.978121757507324,0.0306579507887363,0.193051740527153
7894852,0.0176198,79.735731692519,VALID,0.239246368408203,0.0554179102182388,0.969376087188721,0,0.741449892520905,1,VALID,0.275005877017975,0.0655756965279579,0.959203600883484,-0.0306579507887363,0.181269839406013,VALID,0.203131482005119,0.0451778061687946,0.978108644485474,0.0306579507887363,0.192574292421341
7894853,0.0167177,79.7524493928067,VALID,0.239140540361404,0.055337481200695,0.96940678358078,0,0.745690047740936,1,VALID,0.274737060070038,0.06537776440382,0.959294140338898,-0.0306579507887363,0.181257456541061,VALID,0.203192427754402,0.0452158488333225,0.978094279766083,0.0306579507887363,0.192634224891663
7894855,0.0199247,79.7723740930669,VALID,0.238957732915878,0.0552853271365166,0.969454884529114,0,0.751931726932526,1,VALID,0.274301886558533,0.0651809722185135,0.959432065486908,-0.0306579507887363,0.180201783776283,VALID,0.203267693519592,0.0453096516430378,0.978074252605438,0.0306579507887363,0.191561132669449
7894909,0.1052131,80.3172396901064,VALID,0.0336144231259823,-0.0594627484679222,0.997664391994476,0,2,1,VALID,0.0451761223375797,-0.0612418167293072,0.997100055217743,-0.0306579507887363,0.168075710535049,VALID,0.0220481120049953,-0.0576755218207836,0.998091876506805,0.0306579507887363,0.172472506761551
7894911,0.0076807,80.3249203902669,VALID,0.0317210629582405,-0.059211153537035,0.997741341590881,0,2,1,VALID,0.0426224693655968,-0.0609162338078022,0.997232437133789,-0.0306579507887363,0.166286528110504,VALID,0.0208157915621996,-0.0574988462030888,0.998128533363342,0.0306579507887363,0.170939117670059
