Frame,DeltaTime,Time,Status,GazeX,GazeY,GazeZ,GazePosition,FocusDistance,FocusStability,StatusL,LeftX,LeftY,LeftZ,PositionL,PupilL,StatusR,RightX,RightY,RightZ,PositionR,PupilR
1566044,0.0165441,45.4939171820879,VALID,0.0150124561041594,0.0149702662602067,0.999775230884552,0,2,0.832526206970215,VALID,0.0183576662093401,0.0223861467093229,0.999580860137939,-0.0345954485237598,0.105752922594547,VALID,0.0116662504151464,0.0075533939525485,0.999903440475464,0.0345954485237598,0.112031437456608
1566047,0.0308989,45.5248160827905,VALID,0.00896452460438013,0.014665556140244,0.999852240085602,0,2,0.780318081378937,VALID,0.0136932553723454,0.02163340523839,0.999672174453735,-0.0345954485237598,0.104282230138779,VALID,0.00423515914008021,0.0076966667547822,0.99996143579483,0.0345954485237598,0.111305087804794
1566050,0.0240249,45.5488409828395,VALID,0.00505544897168875,0.0147838797420263,0.9998779296875,0,2,0.770489633083344,VALID,0.0110550783574581,0.02057084441185,0.999727249145508,-0.0345954485237598,0.104400098323822,VALID,-0.000944531697314233,0.00899588689208031,0.999959111213684,0.0345954485237598,0.11168272793293
1566054,0.0344422,45.5832831840962,VALID,-0.00146025675348938,0.0158376265317202,0.999873518943787,0,2,0.764731764793396,VALID,0.00172633456531912,0.0207727290689945,0.999782741069794,-0.0345954485237598,0.103049956262112,VALID,-0.00464679766446352,0.0109019782394171,0.999929785728455,0.0345954485237598,0.113096803426743
1566058,0.0361074,45.6193905826658,VALID,-0.00562596414238214,0.0168405082076788,0.999842345714569,0,2,0.80297714471817,VALID,-0.0053927511908114,0.0213123336434364,0.999758303165436,-0.0345954485237598,0.10463584959507,VALID,-0.00585906440392137,0.0123683428391814,0.999906361103058,0.0345954485237598,0.113433338701725
1566062,0.0410112,45.6604017820209,VALID,-0.00701487623155117,0.0174428597092628,0.999823272228241,0,2,0.896638631820679,VALID,-0.0074653415940702,0.0217867642641068,0.99973475933075,-0.0345954485237598,0.104840189218521,VALID,-0.00656427768990397,0.0130986208096147,0.99989265203476,0.0345954485237598,0.11418754607439
1566067,0.0418282,45.702229982242,VALID,-0.00753939617425203,0.0177944526076317,0.999813258647919,0,2,1,VALID,-0.00876726023852825,0.0219008065760136,0.999721705913544,-0.0345954485237598,0.105049796402454,VALID,-0.00631139380857348,0.0136877717450261,0.999886393547058,0.0345954485237598,0.114797972142696
1566073,0.0518764,45.7541063819081,VALID,-0.00508185056969523,0.017964506521821,0.999825716018677,0,2,1,VALID,-0.0045906170271337,0.0215766709297895,0.999756634235382,-0.0345954485237598,0.109150238335133,VALID,-0.00557301659137011,0.0143521018326283,0.999881446361542,0.0345954485237598,0.115930087864399
1566080,0.0543416,45.8084479812533,VALID,-0.00205276045016944,0.0182364713400602,0.99983161687851,0,2,1,VALID,0.00160687509924173,0.0211552884429693,0.999774932861328,-0.0345954485237598,0.107826121151447,VALID,-0.00571235083043575,0.0153172546997666,0.999866366386414,0.0345954485237598,0.116608954966068
1566090,0.0769789,45.8854268807918,VALID,-0.00344897457398474,0.0205678101629019,0.999782502651215,0,2,1,VALID,0.00014027972065378,0.0246782582253218,0.999695420265198,-0.0345954485237598,0.109402060508728,VALID,-0.00703812623396516,0.016456751152873,0.999839782714844,0.0345954485237598,0.116887263953686
1566100,0.0996894,45.985116282478,VALID,0.00158529775217175,0.0200253557413816,0.999798238277435,0,2,1,VALID,0.012322036549449,0.0228416919708252,0.999663174152374,-0.0345954485237598,0.109937205910683,VALID,-0.00915163662284613,0.0172065496444702,0.999810099601746,0.0345954485237598,0.11722956597805
1566110,0.1010927,46.0862089861184,VALID,-0.0314736254513264,0.0674869939684868,0.997223615646362,0,2,0.212673395872116,VALID,-0.0208743941038847,0.0739360749721527,0.997044503688812,-0.0345954485237598,0.109314903616905,VALID,-0.0420680083334446,0.0610275156795979,0.997249186038971,0.0345954485237598,0.118723705410957
1566120,0.0988618,46.1850707847625,VALID,0.00822129659354687,0.108334146440029,0.994080543518066,-0.0345954485237598,2,0,VALID,0.00822129659354687,0.108334146440029,0.994080543518066,-0.0345954485237598,0.11956062912941,INVALID,,,,,
1566130,0.103285,46.2883557844907,VALID,0.0560181848704815,0.0958817228674889,0.993815183639526,0,2,0,VALID,0.0620710253715515,0.112071581184864,0.991759598255157,-0.0345954485237598,0.109328359365463,VALID,0.049948375672102,0.0796628147363663,0.995569705963135,0.0345954485237598,0.120759293437004
1566140,0.0971873,46.3855430874974,VALID,0.10164450109005,0.0819844231009483,0.991436839103699,0,2,0,VALID,0.107063703238964,0.0893578380346298,0.990228533744812,-0.0345954485237598,0.108192354440689,VALID,0.0962166413664818,0.0746040195226669,0.992560625076294,0.0345954485237598,0.120760925114155
1566142,0.1006537,46.4861967880279,VALID,0.106188453733921,0.0800075009465218,0.991122007369995,0,2,0,VALID,0.111327178776264,0.0869008600711823,0.98997700214386,-0.0345954485237598,0.107880398631096,VALID,0.101041749119759,0.073108121752739,0.992192387580872,0.0345954485237598,0.11762460321188
1566144,0.0218718,46.508068587631,VALID,0.109967797994614,0.0775862783193588,0.990902364253998,0,2,0,VALID,0.114776968955994,0.083939790725708,0.989838540554047,-0.0345954485237598,0.108201526105404,VALID,0.105151511728764,0.0712277516722679,0.991902112960815,0.0345954485237598,0.117396764457226
