Frame,DeltaTime,Time,LPositionX,LPositionY,LPositionZ,LGrab,LPinch,RPositionX,RPositionY,RPositionZ,RGrab,RPinch
215317996,0.0706094,33.3418942624703,-0.087,-0.021,0.244,0.000,0.000,0.078,0.315,1.304,0.888,1.000
215317997,0.0177157,33.359609962441,-0.087,-0.021,0.244,0.000,0.000,0.078,0.493,1.520,0.883,1.000
215318000,0.0096011,33.369211062789,-0.087,-0.021,0.244,0.000,0.000,-0.078,1.447,0.914,0.879,1.000
215318001,0.0323122,33.4015232622623,-0.087,-0.021,0.244,0.000,0.000,0.078,0.849,1.951,0.846,1.000
215318049,0.1158309,33.8716882597655,-0.087,-0.021,0.244,0.000,0.000,0.078,3.340,4.973,0.842,1.000
215318050,0.017102,33.8887902591378,-0.087,-0.021,0.244,0.000,0.000,0.078,3.519,5.188,0.933,1.000
215318053,0.0123745,33.9011647589505,-0.087,-0.021,0.244,0.000,0.000,0.078,3.697,5.404,0.925,1.000
215318054,0.0288626,33.9300273582339,-0.087,-0.021,0.244,0.000,0.000,0.078,3.875,5.620,0.923,1.000
215318057,0.0093507,33.9393780585378,-0.087,-0.021,0.244,0.000,0.000,0.078,4.053,5.835,0.924,1.000
215318059,0.0273373,33.9667153581977,-0.087,-0.021,0.244,0.000,0.000,0.078,4.231,6.050,0.907,1.000
215318061,0.0222128,33.9889281578362,-0.087,-0.021,0.244,0.000,0.000,0.078,4.409,6.266,0.910,1.000
215318063,0.0149059,34.0038340575993,-0.087,-0.021,0.244,0.000,0.000,0.078,4.587,6.481,0.915,1.000
215318065,0.029291,34.0331250578165,-0.087,-0.021,0.244,0.000,0.000,0.078,4.765,6.697,0.923,1.000
215318066,0.0191283,34.0522533580661,-0.087,-0.021,0.244,0.000,0.000,0.078,4.943,6.913,0.927,1.000
215318069,0.008496,34.0607493584976,-0.087,-0.021,0.244,0.000,0.000,0.078,5.121,7.128,0.929,1.000
215318070,0.025287,34.08603635896,-0.087,-0.021,0.244,0.000,0.000,0.078,5.299,7.344,0.932,1.000
215318072,0.0084292,34.0944655593485,-0.087,-0.021,0.244,0.000,0.000,-0.078,6.248,6.743,0.926,1.000
215318073,0.0256531,34.1201186589897,-0.087,-0.021,0.244,0.000,0.000,0.079,5.654,7.776,0.929,1.000
215318074,0.0085806,34.1286992589012,-0.087,-0.021,0.244,0.000,0.000,-0.079,6.605,7.174,0.936,1.000
215318079,0.0136111,34.1423103585839,-0.087,-0.021,0.244,0.000,0.000,-0.079,6.783,7.389,0.953,1.000
215318081,0.0509703,34.193280659616,-0.087,-0.021,0.244,0.000,0.000,0.079,6.187,8.424,0.928,1.000
215318084,0.0175921,34.2108727600425,-0.087,-0.021,0.244,0.000,0.000,0.079,6.365,8.639,0.909,1.000
215318087,0.0244715,34.235344260931,-0.087,-0.021,0.244,0.000,0.000,0.080,6.543,8.855,0.890,1.000
215318090,0.0332003,34.268544562161,-0.087,-0.021,0.244,0.000,0.000,-0.080,7.672,8.468,0.885,1.000
215318092,0.0334297,34.3019742630422,-0.087,-0.021,0.244,0.000,0.000,0.080,7.076,9.502,0.893,0.996
215318093,0.0157659,34.3177401628345,-0.087,-0.021,0.244,0.000,0.000,0.174,0.019,0.009,0.889,0.983
215318095,0.0092691,34.3270092625171,-0.087,-0.021,0.244,0.000,0.000,0.174,0.019,0.008,0.891,0.981
215318098,0.0249891,34.3519983626902,-0.087,-0.021,0.244,0.000,0.000,0.173,0.018,0.009,0.889,0.978
215318099,0.0316024,34.3836007639766,-0.087,-0.021,0.244,0.000,0.000,0.173,0.018,0.009,0.885,0.973
215318102,0.0089089,34.3925096644089,-0.087,-0.021,0.244,0.000,0.000,0.173,0.018,0.008,0.892,0.980
215318103,0.026626,34.4191356645897,-0.087,-0.021,0.244,0.000,0.000,0.173,0.018,0.008,0.908,0.996
215318105,0.0081214,34.4272570647299,-0.087,-0.021,0.244,0.000,0.000,0.173,0.018,0.009,0.916,1.000
215318109,0.0245523,34.4518093653023,-0.087,-0.021,0.244,0.000,0.000,0.173,0.019,0.008,0.910,1.000
215318112,0.0345071,34.4863164648414,-0.087,-0.021,0.244,0.000,0.000,0.173,0.019,0.008,0.904,1.000
215318115,0.0341475,34.5204639658332,-0.087,-0.021,0.244,0.000,0.000,0.173,0.019,0.008,0.902,1.000
215318119,0.0331006,34.5535645671189,-0.087,-0.021,0.244,0.000,0.000,0.173,0.019,0.008,0.880,1.000
215318122,0.0327734,34.5863379687071,-0.087,-0.021,0.244,0.000,0.000,0.173,0.019,0.008,0.800,0.998
